LSOA code,March,Dec
E01002130,"241,250","213,500"
E01002131,"272,500","340,000"
E01002132,"330,000","323,500"
E01002133,"210,000","249,000"
E01002134,"290,000","312,500"
E01002135,"248,000","275,000"
E01002136,"296,500","305,000"
E01002137,"345,000","336,500"
E01002138,"250,000","257,500"
E01002139,"192,000","206,000"
E01002140,"260,000","275,000"
E01002141,"375,000","320,000"
E01002142,"312,500","242,500"
E01002143,"255,000","249,000"
E01002144,"480,000","405,500"
E01002145,"324,000","320,000"
E01002146,"440,000","451,000"
E01002147,"730,000","518,500"
E01002148,"407,000","441,250"
E01002149,"525,000","524,000"
E01002150,"275,000","249,475"
E01002151,"250,000","232,500"
E01002152,"246,000","484,975"
E01002153,"402,500","380,000"
E01002154,"330,875","353,500"
E01002155,"400,000","325,500"
E01002156,"400,000","387,500"
E01002157,"345,000","361,250"
E01002158,"399,000","452,500"
E01002159,"260,000","335,000"
E01002160,"244,500","217,750"
E01002161,"307,500","294,975"
E01002162,"250,000","265,000"
E01002163,"399,950","415,000"
E01002164,"232,000","239,000"
E01002165,"300,000","300,000"
E01002166,"310,000","290,000"
E01002167,"294,600",:
E01002168,"257,500",:
E01002169,:,"302,500"
E01002170,"315,000","303,500"
E01002171,"330,000","327,250"
E01002172,"311,000","270,000"
E01002173,"375,000","355,000"
E01002174,"308,000","355,000"
E01002175,"360,000",:
E01002176,"378,750","408,000"
E01002177,:,"310,000"
E01002178,"340,000","280,000"
E01002179,"217,000","284,500"
E01002180,"165,975","194,975"
E01002181,"235,000","235,000"
E01002182,"230,000","229,000"
E01002183,"257,000","267,500"
E01002184,"248,975","215,000"
E01002185,"250,000","246,000"
E01002186,"236,250","271,750"
E01002187,"290,000","379,500"
E01002188,"661,250","820,000"
E01002189,"432,500","795,000"
E01002190,"540,000","583,000"
E01002191,"390,000","356,000"
E01002192,"502,500","470,000"
E01002193,"467,475","452,500"
E01002194,"521,250","500,000"
E01002195,"335,000","390,000"
E01002196,"441,250","393,000"
E01002197,"335,000","350,000"
E01002198,"285,000","285,000"
E01002199,"332,001","330,000"
E01002200,"270,000","291,000"
E01002201,"339,786","340,000"
E01002202,"196,500","190,000"
E01002203,"280,500","250,000"
E01002204,"250,000","234,500"
E01002206,"285,000","275,000"
E01002207,"283,000","295,000"
E01002208,"440,000","445,000"
E01002209,"385,000","410,000"
E01002210,"316,500","296,000"
E01002211,"276,500","231,000"
E01002212,"245,000","192,000"
E01002213,"176,000","202,500"
E01002214,"293,500","285,000"
E01002215,"242,500","240,250"
E01002216,"303,475","289,950"
E01002217,"176,250","222,750"
E01002218,"300,000","195,000"
E01002219,"250,000","249,950"
E01002220,"331,500","287,250"
E01002221,"298,750","290,000"
E01002222,"304,950","310,000"
E01002223,"280,000","250,000"
E01002224,"250,000","269,000"
E01002225,"495,000","485,000"
E01002226,"380,000","330,000"
E01002227,"245,000","250,000"
E01002228,"352,000","491,325"
E01002229,"325,000","333,000"
E01002230,"335,500","332,500"
E01002231,"247,475","257,500"
E01002232,"265,000","257,500"
E01002233,"245,000","232,500"
E01002234,"240,500","250,000"
E01002235,"240,975","280,000"
E01002236,"241,000","250,000"
E01002237,"236,000","242,000"
E01002238,"336,000","315,200"
E01002239,"315,000","321,500"
E01002240,"302,500","321,000"
E01002241,"293,000","285,000"
E01002242,"365,000","364,750"
E01032576,"304,250","318,000"
E01002243,"213,500","175,000"
E01002244,"215,000","205,000"
E01002245,"204,998","182,500"
E01002246,"214,500","210,000"
E01002247,"199,950","190,500"
E01002248,"190,000","171,500"
E01002249,"198,000","215,000"
E01002250,"188,000","211,275"
E01002251,"211,500","211,000"
E01002252,"230,000","210,000"
E01002253,"350,000","340,000"
E01002254,"441,000","355,000"
E01002255,"232,500","225,000"
E01002256,"244,500","270,000"
E01002257,"391,500","372,500"
E01002258,"177,000","178,750"
E01002259,"200,000","241,000"
E01002260,"218,750","225,000"
E01002261,"200,000","205,000"
E01002262,"207,000","200,000"
E01002263,"229,000","245,000"
E01002264,"167,998","155,000"
E01002265,"206,500","195,500"
E01002266,"210,000","209,250"
E01002267,"200,000","198,748"
E01002268,"290,000","275,000"
E01002269,"250,000","249,998"
E01002270,"818,000","803,500"
E01002271,"625,000","560,000"
E01002272,"307,500","249,999"
E01002273,"400,000","450,000"
E01002274,"275,000","274,500"
E01002275,"432,000","403,500"
E01002276,"162,000","260,000"
E01002277,"185,000","168,000"
E01002278,"174,000","167,500"
E01002279,"172,500","169,995"
E01002280,"142,500","138,000"
E01002281,"133,500","137,000"
E01002282,:,"161,000"
E01002283,"172,000","172,000"
E01002284,"164,995","157,000"
E01002285,"250,000","250,000"
E01002286,"248,000","250,000"
E01002287,"225,000","222,500"
E01002288,"256,938","250,000"
E01002289,"249,995","265,000"
E01002290,"250,000","250,000"
E01002291,"171,500","250,000"
E01002292,"240,000","247,498"
E01002293,"208,000","217,498"
E01002294,"242,000","246,500"
E01002295,"225,000","216,000"
E01002296,"245,000","247,500"
E01002297,"179,500","125,000"
E01002298,"227,500","211,500"
E01002299,"186,000","179,750"
E01002300,"226,000","218,500"
E01002301,"225,000","227,250"
E01002302,"232,000","235,000"
E01002303,"159,000","172,500"
E01002304,"275,000","267,500"
E01002305,"217,498","197,000"
E01002306,"185,000","145,500"
E01002307,"190,000","197,500"
E01002308,"227,000","223,000"
E01002309,"213,000","170,250"
E01002310,"175,000","158,500"
E01002311,"210,000","178,000"
E01002312,"191,000","188,000"
E01002313,"178,000","175,000"
E01002314,"162,000","152,500"
E01002315,"165,000","172,000"
E01002316,"134,750","150,000"
E01002317,"324,000","416,500"
E01002318,"255,000","289,750"
E01002319,"236,000","237,000"
E01002320,"315,000","240,000"
E01002321,"260,000","245,000"
E01002322,"204,625","213,000"
E01002323,"245,000","232,000"
E01002324,"200,000","217,750"
E01002325,"180,000","196,950"
E01002326,"185,750","197,000"
E01002327,"215,000","193,500"
E01002328,"217,750","210,000"
E01002329,"210,000","215,000"
E01002330,"215,250","199,000"
E01002331,"215,000","192,000"
E01002332,"207,000","200,000"
E01002333,"249,750","275,000"
E01002334,"299,998","298,500"
E01002335,"207,000","210,000"
E01002336,"237,500","232,750"
E01002337,"499,248","510,000"
E01002338,"238,000","227,500"
E01002339,"313,500","355,000"
E01002340,"236,500","239,998"
E01002341,"250,000","250,000"
E01002342,"175,000","175,000"
E01002343,"235,000","225,000"
E01002344,"200,000","219,498"
E01002345,"143,000","170,300"
E01002346,"163,000","169,250"
E01002347,"194,250","207,500"
E01002348,"215,750","215,500"
E01002349,"245,000","240,000"
E01002350,"123,000","180,000"
E01002351,"205,000","210,000"
E01002352,"181,000","193,500"
E01002353,"174,364","165,772"
E01002354,"342,498","295,000"
E01002355,"250,000","289,500"
E01002356,"156,000","150,000"
E01002358,"175,000","207,250"
E01002359,"272,000","200,000"
E01002360,"210,000","170,000"
E01002361,"177,500","180,000"
E01002362,"316,250","285,000"
E01002363,"250,000","308,500"
E01002364,"300,250","278,000"
E01002365,"210,000","200,000"
E01002366,"225,000","200,000"
E01002367,"285,000","265,000"
E01002368,"184,998","176,500"
E01002369,"186,924","203,000"
E01002370,"194,995","185,000"
E01002371,"190,000","185,000"
E01002372,"191,000","204,500"
E01002373,"200,000","195,500"
E01002374,"196,000","203,750"
E01002375,"188,000","181,500"
E01002376,"492,500","380,000"
E01002377,"241,450","236,875"
E01002378,"257,500","246,500"
E01002379,"230,000","344,500"
E01002380,"249,995","170,000"
E01002381,"378,000","320,000"
E01002382,"237,000","246,500"
E01002383,"250,000","245,000"
E01002384,"358,000","332,500"
E01002385,"395,000","345,000"
E01002386,"227,500","230,000"
E01002387,"425,000","448,000"
E01002388,"443,000","430,000"
E01002389,"380,000","425,000"
E01002390,"468,750","437,500"
E01002391,"287,000","292,500"
E01032741,"160,000",:
E01032742,"190,750","169,250"
E01002392,"211,250","200,000"
E01002393,"170,000","210,000"
E01002394,"233,000",:
E01002395,"233,000","238,500"
E01002396,"255,000","250,000"
E01002397,"228,000","224,000"
E01002398,"153,950","250,000"
E01002399,"199,000","230,000"
E01002400,"227,000","248,500"
E01002401,"196,500","201,500"
E01002402,"225,000","206,500"
E01002403,"205,000","228,500"
E01002404,"172,000","159,500"
E01002405,"220,000","216,000"
E01002406,"250,000","250,000"
E01002407,"220,250","160,000"
E01002408,"182,000","162,500"
E01002409,"245,000","245,000"
E01002410,"250,000","265,000"
E01002411,"232,000","230,000"
E01002412,"288,000","250,000"
E01002413,"224,000","226,000"
E01002414,"224,000","232,500"
E01002415,"263,725","275,000"
E01002416,"259,500","312,000"
E01002417,"321,000","365,000"
E01002418,"304,000","316,000"
E01002419,"356,000","334,950"
E01002420,"290,000","308,750"
E01002421,"295,000","332,000"
E01002422,"250,000","248,475"
E01002423,"250,000","265,500"
E01002424,"216,000","214,750"
E01002425,"248,975","164,500"
E01002426,"208,000","206,250"
E01002427,"250,000","242,500"
E01002428,"250,000","248,000"
E01002429,"230,905","216,000"
E01002430,"500,000","567,500"
E01002431,"391,000","432,500"
E01002432,"440,000","415,000"
E01002433,"300,000","250,000"
E01002434,"480,000","535,000"
E01002435,"488,500","550,000"
E01002436,"290,000","300,500"
E01002437,"525,000","500,000"
E01002438,"356,000","382,500"
E01002439,"250,000","250,000"
E01002440,"227,500","227,000"
E01002441,"232,000","218,750"
E01002442,"204,975","210,000"
E01002443,"217,500","212,000"
E01002444,"235,000","250,000"
E01002445,"217,500","225,000"
E01002446,"278,790","247,500"
E01002447,"289,700","289,230"
E01002448,"235,500","201,225"
E01002449,"189,000","170,000"
E01002450,"250,000","249,975"
E01002451,"280,000","302,000"
E01002452,"267,500","287,000"
E01002453,"246,500","238,000"
E01002454,"201,000","230,000"
E01002455,"257,500","249,975"
E01002456,"237,000","229,250"
E01002457,"222,500","260,000"
E01002458,"430,500","487,500"
E01002459,"411,000","447,500"
E01002460,"362,500","422,500"
E01002461,"560,000","370,750"
E01002462,"385,000","375,000"
E01002463,"489,000","460,000"
E01002464,"325,000","334,000"
E01002465,"205,000","208,000"
E01002466,"270,000","275,000"
E01002467,"335,000","328,750"
E01002468,"276,000","273,475"
E01002469,"277,000","319,000"
E01002470,"340,000","350,000"
E01002471,"271,475","275,000"
E01002472,"223,750","250,000"
E01002473,"1,362,500","922,975"
E01002474,"322,500","250,000"
E01002475,"335,000","409,200"
E01002476,"577,500","692,500"
E01002477,"301,000","350,000"
E01002478,"250,000","315,000"
E01002479,"282,475","330,000"
E01002480,"410,000","365,000"
E01002481,"275,000","280,250"
E01002482,"512,500","519,500"
E01002483,"307,500","355,000"
E01002484,"305,000","280,000"
E01002485,"232,000","246,000"
E01002486,"232,000","227,500"
E01002487,"250,000","247,500"
E01002488,"250,000","252,500"
E01002489,"245,000","245,000"
E01002490,"221,000","245,000"
E01002491,"187,500","230,000"
E01002492,"234,500","244,975"
E01002493,"211,000","190,000"
E01002494,"256,000","250,000"
E01002495,"287,500","250,000"
E01002496,"227,000","240,000"
E01002497,"210,000","250,000"
E01002498,"283,500","310,000"
E01002499,"215,000","216,000"
E01002501,"250,000","291,000"
E01002502,"249,975",:
E01002503,"236,750","230,500"
E01002504,"248,750","284,995"
E01002505,"160,500","150,000"
E01002506,"150,000","155,000"
E01002507,"224,500","256,000"
E01002508,"249,000","235,250"
E01002509,"278,000","420,000"
E01002511,"240,000","260,000"
E01002512,"293,725","325,000"
E01002513,"437,500","411,500"
E01002514,"219,950","222,950"
E01002515,"220,950","201,000"
E01002516,"495,000","367,000"
E01002518,"277,000","217,500"
E01002519,"153,250","157,000"
E01002520,"190,000","220,000"
E01002521,"173,000","173,500"
E01002523,"249,000","247,000"
E01002525,"232,800","240,000"
E01002526,"225,000","219,500"
E01002527,"213,500","225,500"
E01002528,"232,500","210,000"
E01002529,"210,000","226,000"
E01002530,"190,500","212,500"
E01002531,"273,000","280,000"
E01002532,"192,500","179,777"
E01002533,"295,000","260,000"
E01002534,"342,500","421,500"
E01002535,"271,475","287,475"
E01002536,"222,500","230,000"
E01002537,"340,000","500,000"
E01002538,"243,750","240,500"
E01002539,"420,000","429,500"
E01002540,"201,000","165,000"
E01002541,"199,500","220,000"
E01002542,"179,000","220,000"
E01002543,"210,250","225,000"
E01002544,"244,250","236,500"
E01002545,:,:
E01002546,"237,500","236,500"
E01002547,"247,250","245,000"
E01002548,"240,000","225,000"
E01002549,"231,000","250,000"
E01002550,"142,000","136,500"
E01002551,"200,000","249,950"
E01002552,"235,000","249,000"
E01002553,"210,000","226,000"
E01002554,"210,000","194,475"
E01032577,"279,500","280,625"
E01033724,"290,000","227,750"
E01033725,"252,250","230,000"
E01002555,"240,000","215,000"
E01002556,"218,000","198,500"
E01002557,"255,000","220,000"
E01002558,"204,975","170,000"
E01002559,"231,500","220,000"
E01002560,"235,000","229,000"
E01002561,"147,000","125,000"
E01002562,"410,000","425,000"
E01002563,"370,000","448,750"
E01002564,"306,000","301,250"
E01002565,"270,000","288,000"
E01002566,"385,000","342,500"
E01002567,"278,000","250,000"
E01002568,"270,000","235,000"
E01002569,"577,500","585,000"
E01002570,"750,000","890,500"
E01002571,"650,000","650,000"
E01002572,"322,500","352,000"
E01002573,"900,000","1,145,000"
E01002574,"900,000","542,225"
E01002575,"940,000","695,000"
E01002576,"440,000","515,750"
E01002577,"523,725","512,500"
E01002578,"699,950","872,500"
E01002579,"375,000","365,000"
E01002580,"610,000","485,500"
E01002581,"314,950","335,000"
E01002582,"681,200","708,000"
E01002583,"207,000","247,500"
E01002584,"271,500","244,000"
E01002585,"242,500","250,000"
E01002586,"230,000","255,000"
E01002587,"249,500","210,000"
E01002588,:,:
E01002589,:,"172,500"
E01002590,"219,250","228,500"
E01002591,"218,000","225,500"
E01002592,"212,500","166,000"
E01002593,"237,500","212,475"
E01002594,"249,975","240,000"
E01002595,"234,500","209,000"
E01002596,"133,000","136,000"
E01002598,"217,500","232,000"
E01002599,"195,000","202,500"
E01002600,"215,000","222,250"
E01002601,"209,975","203,000"
E01002602,"223,000","226,248"
E01002603,"224,000","209,000"
E01002604,"194,000",:
E01002605,"177,000","163,000"
E01002606,"198,500","157,500"
E01002607,"204,000","197,000"
E01002608,"227,000","238,750"
E01002609,"220,000","229,000"
E01002610,"222,000","244,500"
E01002611,"225,000","226,000"
E01002612,"231,750","226,000"
E01002613,"214,500","246,000"
E01002614,"207,475","199,500"
E01002615,"213,750","220,000"
E01002616,"240,000","242,500"
E01002617,"195,000","195,475"
E01002618,:,"310,000"
E01002619,"270,000","286,000"
E01002620,"166,000","160,000"
E01002621,"255,000","243,000"
E01002622,"321,000","287,000"
E01002623,"264,975",:
E01002624,"220,000","177,500"
E01002625,"249,950","343,750"
E01002626,"310,000","355,000"
E01002627,"202,475","186,500"
E01002628,"285,000","230,000"
E01002629,"187,500","235,000"
E01002630,"249,975","266,000"
E01002631,"232,500",:
E01002632,"329,975","288,750"
E01002633,"222,000","226,500"
E01002634,"151,000",:
E01002635,"277,750","178,500"
E01002636,"204,000",:
E01002637,"249,000","170,000"
E01002638,:,:
E01002639,"289,000","335,995"
E01002640,"239,500","250,000"
E01002641,"225,000","272,500"
E01002642,"180,000","210,000"
E01002643,"245,000","259,000"
E01002645,"242,000","245,000"
E01002646,"205,000","249,995"
E01002647,"231,000","227,500"
E01002648,"202,500","205,000"
E01002649,"248,500","230,000"
E01002650,"182,000","166,000"
E01002651,"249,975",:
E01002652,:,"301,250"
E01002653,"295,500","273,000"
E01002654,"250,000","242,500"
E01002655,"282,000","280,000"
E01002656,"312,500","279,375"
E01002657,"280,000","294,950"
E01002658,"331,000","290,000"
E01002659,"275,000","291,500"
E01002660,:,:
E01002661,:,"300,000"
E01002662,:,:
E01002663,"227,000","195,000"
E01002664,"232,500","216,000"
E01002665,"230,000",:
E01002666,"250,000","250,000"
E01002667,"312,475","480,000"
E01002668,"237,750","220,750"
E01002669,"244,000","237,500"
E01002670,"249,500","277,500"
E01002671,"365,000","370,000"
E01002672,"191,000","195,000"
E01002673,:,:
E01002674,"237,000","250,000"
E01002675,"417,000","453,000"
E01002676,"485,000","424,500"
E01002677,"268,500","256,750"
E01002678,"327,500","350,000"
E01002679,"360,000","345,250"
E01002680,"294,500","249,950"
E01002681,"225,000","246,250"
E01002682,"242,000","250,000"
E01002683,"300,000","310,000"
E01002684,"270,000","320,000"
E01002686,"235,000","249,999"
E01002687,"384,000","320,000"
E01002689,"733,000","733,000"
E01002690,"1,350,000","575,000"
E01002691,"483,750","455,000"
E01002692,"420,000","470,000"
E01002693,"450,000","353,000"
E01032573,"395,000","315,500"
E01033000,"184,500",:
E01033030,"186,000","165,000"
E01033081,"275,000","270,000"
E01033082,"248,975","249,999"
E01033083,"186,500","226,225"
E01033084,"168,000","225,000"
E01002694,:,:
E01002695,"250,000","425,000"
E01002696,"496,000","421,000"
E01002697,"276,000","276,000"
E01002698,"455,000","435,000"
E01002699,"915,000","699,950"
E01002700,"1,032,500","1,035,000"
E01002701,"420,000","390,000"
E01002702,"475,000","332,750"
E01002703,"322,000","477,500"
E01002704,"482,400","475,000"
E01002706,"410,000","380,000"
E01002707,"545,750","360,000"
E01002708,"292,500","350,000"
E01002709,"330,000","323,500"
E01002710,"300,000","398,875"
E01002711,"455,000","440,000"
E01002712,"330,000","381,250"
E01002713,"250,000","235,000"
E01002714,"435,000","342,500"
E01002715,"250,000","265,000"
E01002716,"287,500","280,000"
E01002717,"397,500","395,000"
E01002718,"505,975","440,000"
E01002719,"500,569","585,000"
E01002720,"302,500","290,000"
E01002721,"393,250","487,500"
E01002722,"524,975","328,500"
E01002723,"340,000","292,000"
E01002724,"567,500","470,000"
E01002725,"565,000","460,000"
E01002726,"372,500","399,950"
E01002727,"496,225","560,000"
E01002728,"467,500","482,500"
E01002729,"607,805","465,475"
E01002730,"274,975","315,000"
E01002731,"275,000","280,500"
E01002732,"272,500","250,000"
E01002733,"320,000","342,500"
E01002734,:,:
E01002735,"355,000","249,995"
E01002736,"340,000",:
E01002737,"280,000","270,000"
E01002738,"467,500","480,000"
E01002739,"469,000","545,000"
E01002740,"700,000","430,000"
E01002741,"250,000","255,000"
E01002742,"495,000","520,000"
E01002743,"417,000","480,000"
E01002744,"450,000","483,750"
E01002745,"450,000","535,000"
E01002747,"635,000","635,000"
E01002748,"315,000","325,000"
E01002749,"550,000","452,500"
E01002751,"319,500","247,500"
E01002752,"405,000","400,000"
E01002753,"250,000","261,000"
E01002754,"757,500","735,000"
E01002755,"297,750","327,500"
E01002756,"320,000","312,500"
E01002757,"834,750","655,000"
E01002758,"260,000","217,500"
E01002759,"388,000","422,500"
E01002760,"244,500","235,000"
E01002762,"350,000","405,000"
E01002763,"249,999","250,000"
E01002764,"275,000","320,500"
E01002765,"210,000","246,000"
E01002766,"240,000","212,500"
E01002767,"243,250","354,250"
E01002768,"288,750","287,500"
E01002769,"335,000","575,000"
E01002770,"380,000","393,500"
E01002771,"331,000","467,500"
E01002772,"240,000","297,500"
E01002773,"212,000","194,950"
E01002774,"300,000","332,475"
E01002775,"329,000","511,000"
E01002776,"350,000","384,750"
E01002777,"357,500","425,000"
E01002778,"210,000","250,000"
E01002779,"328,750","350,000"
E01002780,"371,682","400,000"
E01002781,"302,500","391,475"
E01002782,"326,000",:
E01002783,"284,250","320,000"
E01002784,"320,000","300,498"
E01002785,"462,000","418,000"
E01002786,"282,500","326,500"
E01002787,"250,000","205,000"
E01002788,"356,500","385,000"
E01002789,"347,500","395,000"
E01002790,"660,000","550,000"
E01002791,"625,000","497,475"
E01002792,"525,000","566,500"
E01002793,"339,000","352,000"
E01002794,"582,500","600,000"
E01002795,"575,000","519,000"
E01002796,"484,250","472,000"
E01002797,"278,748","332,181"
E01002798,"700,000","691,500"
E01002799,"231,000","320,000"
E01002800,"317,500","677,500"
E01002801,"698,673","651,425"
E01002802,"790,000","610,000"
E01002803,"380,000","505,000"
E01002804,"385,000","360,000"
E01002805,"278,500","335,000"
E01002806,"389,000","405,000"
E01002807,"249,975","267,500"
E01002808,"295,000","294,475"
E01002809,"350,000","390,000"
E01002810,"215,000","361,250"
E01002811,"318,378","367,000"
E01033486,"330,000","417,500"
E01033487,"356,000","343,750"
E01033488,"270,000","420,000"
E01033489,"537,500","520,000"
E01033490,"435,000","359,500"
E01033491,"346,250","343,000"
E01033492,"230,000","345,000"
E01033493,"385,000","347,500"
E01033494,"350,000","488,000"
E01002812,"805,000","827,500"
E01002813,"1,360,000","1,570,000"
E01002814,"577,500","689,500"
E01002815,"492,500","615,000"
E01002816,"1,075,000","1,450,000"
E01002817,"1,850,000","1,322,500"
E01002818,"1,235,000","1,292,000"
E01002819,"1,200,000","1,100,000"
E01002820,"815,000","955,000"
E01002821,"1,052,500","1,004,000"
E01002822,"1,875,000","1,800,500"
E01002823,"1,358,750",:
E01002824,"830,000","900,000"
E01002825,"1,187,500","1,100,000"
E01002826,"595,000","655,000"
E01002827,"1,150,000","1,750,000"
E01002828,"1,410,000","1,380,000"
E01002829,"712,500","550,000"
E01002830,"650,000","625,000"
E01002831,"537,500","532,500"
E01002832,"692,000","837,500"
E01002833,"735,000","693,750"
E01002834,"1,325,000","740,000"
E01002835,"1,075,000","1,075,000"
E01002836,"877,600","845,000"
E01002837,"1,337,500","1,350,000"
E01002838,"900,000","1,026,000"
E01002839,"730,000","780,000"
E01002840,"650,000","488,500"
E01002841,"662,750","680,000"
E01002842,:,:
E01002843,:,"472,500"
E01002844,"1,193,000","1,193,000"
E01002845,"720,000","765,000"
E01002846,"475,000","460,000"
E01002847,"592,500","521,500"
E01002848,"469,975","535,000"
E01002849,"695,000","675,000"
E01002850,"665,000","850,000"
E01002851,"500,000","510,000"
E01002852,"227,294",:
E01002853,:,:
E01002854,:,:
E01002855,"829,250","347,500"
E01002856,"400,000","420,000"
E01002857,:,:
E01002858,"380,000","415,000"
E01002859,"910,000","1,375,000"
E01002860,"2,000,000","2,000,000"
E01002861,"1,600,000","1,284,400"
E01002862,"244,975","250,000"
E01002863,"1,565,894","1,550,000"
E01002864,"1,240,000","1,900,000"
E01002865,"1,850,000","1,775,000"
E01002866,"487,500","525,000"
E01002867,"542,500","635,000"
E01002868,"1,775,000","1,760,000"
E01002869,"600,000","462,855"
E01002870,:,"380,000"
E01002871,"1,407,800","1,750,000"
E01002872,"1,057,500","962,500"
E01002873,"1,032,500","590,000"
E01002874,"873,100","460,000"
E01002875,"1,325,000","843,449"
E01002876,"590,000","1,200,000"
E01002877,"550,000","654,500"
E01002878,"492,475","395,000"
E01002879,:,:
E01002880,:,:
E01002881,"501,050","1,080,000"
E01002882,"922,500","900,000"
E01002883,"735,000","782,500"
E01002884,"828,561","840,000"
E01002885,"655,000","780,000"
E01002886,"809,000","985,000"
E01002887,"655,000","885,000"
E01002888,"755,000","910,000"
E01002889,"1,325,000","1,100,000"
E01002890,"1,950,000","2,017,500"
E01002891,"1,200,000","1,127,500"
E01002892,"893,895","1,105,000"
E01002893,"424,000","575,000"
E01002894,"612,500","580,000"
E01002895,"1,291,500","1,237,500"
E01002896,"700,000","765,000"
E01002897,"447,500","400,000"
E01002898,"810,000","1,072,500"
E01002899,"503,375","599,000"
E01002900,"1,545,000","1,585,000"
E01002901,"695,000","950,000"
E01002902,"965,000","850,000"
E01002903,"2,350,000","2,963,500"
E01002904,:,:
E01002905,"370,500","325,500"
E01002906,"490,000","535,000"
E01002907,:,:
E01002908,"400,000","450,000"
E01002909,"467,500","430,000"
E01002910,"957,000","905,000"
E01002911,"1,200,000","2,712,500"
E01002912,"525,000","750,000"
E01002913,"822,500","750,000"
E01002914,"775,000","1,130,000"
E01002915,"340,000","330,000"
E01002916,"395,000","414,500"
E01002917,"405,000","390,000"
E01002918,"237,000","243,000"
E01002919,"180,000","246,750"
E01002920,"440,250","383,000"
E01002921,"249,995","249,975"
E01002922,"250,000","275,000"
E01002923,"215,000","227,500"
E01002924,"452,000","522,500"
E01002925,"302,500","290,000"
E01002926,"392,500","439,950"
E01002927,"268,750","280,000"
E01002928,"217,500","236,250"
E01002929,"467,500","600,000"
E01002930,"353,200","232,500"
E01002931,"357,500","400,000"
E01002932,"250,000","245,000"
E01002933,"455,000","522,500"
E01002934,"657,500","560,000"
E01002935,"271,250","287,500"
E01002937,"459,950","475,000"
E01002938,"449,000","427,000"
E01002939,"214,000","242,500"
E01002940,"239,000","230,000"
E01002941,"228,500","250,000"
E01002942,"250,000","265,000"
E01002943,"250,000","250,000"
E01002944,"249,725","239,975"
E01002945,"225,000","217,500"
E01002946,"230,000","236,500"
E01002947,"260,000","275,000"
E01002948,"250,000","270,000"
E01002949,"282,750","282,500"
E01002950,"202,000","231,475"
E01002951,"455,000","470,000"
E01002952,"1,250,000","1,350,000"
E01002953,"1,167,500","1,075,000"
E01002954,"229,950","219,000"
E01002955,"532,000","522,000"
E01002956,"720,000","669,250"
E01002957,"194,975","205,000"
E01002958,"339,125","340,000"
E01002959,"660,000","679,000"
E01002960,"440,000","435,000"
E01002961,"498,750","497,500"
E01002962,"302,000","259,950"
E01002963,"240,000","237,500"
E01002964,"239,000","250,000"
E01002965,"372,475","255,000"
E01002966,"361,225","340,000"
E01002967,"310,000","298,750"
E01002968,"323,975","369,475"
E01002969,:,:
E01002970,"249,975","265,000"
E01002971,"309,950","320,000"
E01002972,"268,000","249,725"
E01002973,"265,000","257,000"
E01002974,"470,000","402,475"
E01002975,"369,000","375,000"
E01002976,"297,500","275,000"
E01002977,:,"317,500"
E01002978,"400,000","415,000"
E01002979,"370,000","367,500"
E01002980,"370,500","378,250"
E01002981,"330,000","367,500"
E01002982,"330,000","375,250"
E01002983,"369,250","367,500"
E01002984,"340,000","286,000"
E01002985,"286,000","305,000"
E01002986,"308,500","343,500"
E01002987,"250,000","241,000"
E01002988,"306,000","353,500"
E01002989,"290,000","336,500"
E01002990,"280,000","264,475"
E01002991,"355,000","267,500"
E01002992,"304,975","337,500"
E01002993,"236,750","249,950"
E01002994,"303,500","249,975"
E01002995,"495,000","365,000"
E01002996,"388,750","393,750"
E01002997,"296,000","340,000"
E01002998,"298,750","250,000"
E01002999,"248,975","227,000"
E01003000,"281,500","262,500"
E01003001,"250,000","278,500"
E01003002,"231,000","238,975"
E01003003,"278,000","320,000"
E01003004,"261,000","280,000"
E01003005,"247,475","250,000"
E01003006,"395,000","508,750"
E01003007,"418,750","447,500"
E01003008,"429,975","425,000"
E01003009,"285,000","319,950"
E01003010,"705,125","660,000"
E01003011,"290,000","460,000"
E01033568,"275,000","282,725"
E01033569,"295,000","288,500"
E01003013,"412,500","344,323"
E01003014,"428,000","370,000"
E01003015,"249,950","258,475"
E01003016,"550,000","566,250"
E01003017,"842,000","575,165"
E01003018,"275,000","282,500"
E01003019,"312,500","360,000"
E01003020,"327,500","338,500"
E01003021,"235,000","290,000"
E01003022,"265,000","250,000"
E01003023,"242,000","250,000"
E01003024,"175,000","164,500"
E01003025,"248,500","245,000"
E01003026,"452,500","492,500"
E01003027,"865,000","912,500"
E01003028,"862,500","410,000"
E01003029,"330,000","350,000"
E01003030,"363,000","344,250"
E01003031,"360,000","420,000"
E01003032,"275,000","305,264"
E01003033,"520,000","755,000"
E01003034,"432,500","255,000"
E01003035,"316,250","366,500"
E01003036,"374,200","359,754"
E01003037,"350,000","407,500"
E01003038,"480,000","475,000"
E01003039,"410,000","407,500"
E01003040,"363,750","340,000"
E01003041,"230,000","242,000"
E01003042,"288,000","310,000"
E01003043,"335,500","365,000"
E01003044,:,:
E01003045,"247,555","193,750"
E01003046,"170,000","195,000"
E01003047,"245,000","256,500"
E01003048,:,"147,000"
E01003049,"201,250","258,250"
E01003050,"319,575","299,950"
E01003051,:,:
E01003052,:,"188,000"
E01003053,"323,500","406,500"
E01003054,"363,500","368,576"
E01003055,"275,000","291,250"
E01003056,"319,975","339,563"
E01003057,"345,000","320,000"
