LSOA code,March,Dec
E01022688,"270,000","337,000"
E01022689,"320,002","250,000"
E01022690,"178,000","188,625"
E01022691,"238,500","240,000"
E01022692,"209,950","199,950"
E01022693,"264,000","249,000"
E01022694,"208,000","230,000"
E01022695,"172,000","190,000"
E01022696,"225,000","224,500"
E01022697,"200,000","237,750"
E01022698,"235,000","245,000"
E01022699,"171,500","184,945"
E01022700,"197,500","183,000"
E01022701,"225,500","203,250"
E01022702,"199,950","241,500"
E01022703,"162,500","167,000"
E01022704,"226,500","239,000"
E01022705,"209,975","300,500"
E01022706,"480,000","515,000"
E01022707,"354,000","336,250"
E01022708,"250,000","242,500"
E01022709,"340,000","370,000"
E01022710,"175,000","195,000"
E01022711,"180,000","177,500"
E01022712,"209,000","184,500"
E01022713,"266,750","245,000"
E01022714,"215,000","239,950"
E01022715,"162,000","179,000"
E01022716,"148,000","150,000"
E01022717,"215,000","175,000"
E01022718,"270,000","221,000"
E01022719,"245,000","242,875"
E01022720,"244,000","334,000"
E01022721,"210,000","210,000"
E01022722,"175,000","143,500"
E01022723,"148,000","160,250"
E01022724,"161,000","157,000"
E01022725,"310,000","289,150"
E01022726,"245,000","245,000"
E01022727,"212,500","185,000"
E01022728,"137,500","142,200"
E01022729,"240,500","266,500"
E01022730,"155,000","156,000"
E01022731,"172,500","186,000"
E01022732,"129,000","150,000"
E01022733,"215,000","193,000"
E01022734,"146,500","140,000"
E01022735,"141,000","165,000"
E01022736,"144,000","154,500"
E01022737,"177,000","176,500"
E01022738,"135,000","133,750"
E01022739,"141,250","139,325"
E01022740,"170,000","182,500"
E01022741,"340,000","197,000"
E01022742,"195,000","190,000"
E01022743,"199,998","195,000"
E01022744,"270,000","215,750"
E01022745,"336,000","329,500"
E01022746,"230,000","220,000"
E01022747,"175,250","175,500"
E01022748,"186,000","181,500"
E01022749,"262,000","249,995"
E01022750,"154,725","225,000"
E01022751,"220,000","246,500"
E01022752,"285,000","248,750"
E01022753,"280,000","246,250"
E01022754,"215,000","233,500"
E01022755,"223,000","224,000"
E01022756,"170,500","240,000"
E01022757,"165,000","164,000"
E01022758,"249,950","242,000"
E01022759,"192,475","192,500"
E01022760,"157,500","151,500"
E01022761,"178,250","212,000"
E01022762,"181,250","160,000"
E01022763,"220,000","250,000"
E01022764,"176,950","185,000"
E01022765,"184,500","178,225"
E01022766,"310,000","292,500"
E01022767,"190,000","193,750"
E01022768,"170,000","175,000"
E01022769,"152,500","169,000"
E01022770,"204,500","205,500"
E01022771,"223,248","197,500"
E01022772,"250,000","250,000"
E01022773,"319,000","249,500"
E01022774,"247,498","244,998"
E01022776,"220,000","266,250"
E01022777,"185,000","195,000"
E01022778,"212,500","193,000"
E01022780,"240,500","221,500"
E01022781,"205,000","175,000"
E01022782,"235,000","287,498"
E01022783,"275,000","238,000"
E01022784,"221,963","210,000"
E01022785,"232,500","249,998"
E01022786,"191,500","210,000"
E01022787,"185,000","172,250"
E01022788,"184,250","190,000"
E01022789,"185,000","177,500"
E01022790,"323,750","307,475"
E01022791,"286,000","329,000"
E01022792,"202,500","200,000"
E01022793,"297,000","325,000"
E01032877,"201,500","234,975"
E01022794,"275,000","250,000"
E01022795,"146,250","143,000"
E01022796,"242,000","290,000"
E01022797,"320,000","248,000"
E01022798,"174,750","180,000"
E01022799,"207,750","218,000"
E01022800,"146,498","127,500"
E01022801,"140,000","146,000"
E01022802,"160,000","138,000"
E01022803,"140,000","134,000"
E01022804,"149,000","149,998"
E01022805,"126,750","130,250"
E01022806,"129,500","128,000"
E01022807,"119,500","119,000"
E01022810,"120,000","115,000"
E01022811,"130,000","120,000"
E01022812,"146,500","143,000"
E01022813,"145,000","142,000"
E01022814,"155,000","132,500"
E01022815,"142,825","145,000"
E01022816,"142,000","141,000"
E01022817,"131,100","145,000"
E01022818,"117,750","125,000"
E01022819,"83,000","75,000"
E01022820,"102,000","105,000"
E01022823,"150,000","145,000"
E01022824,"150,500","147,000"
E01022825,"135,000","140,000"
E01022826,"180,000","178,000"
E01022828,"233,250","247,000"
E01022829,"261,000","263,500"
E01022830,"225,000","231,248"
E01022831,"127,500","125,000"
E01022832,"125,000","125,000"
E01022833,"125,000","110,000"
E01022834,"134,500","137,250"
E01022835,"139,950","140,000"
E01022836,"169,998","176,000"
E01022837,"195,000","193,000"
E01022838,"230,000","230,000"
E01022839,"141,250","132,000"
E01022840,"120,000","125,000"
E01022841,:,"145,000"
E01022842,"110,000","124,500"
E01022843,"114,250","110,000"
E01022845,"124,500","121,500"
E01032878,"120,248","116,000"
E01032879,"106,500","122,000"
E01032880,"270,000","226,000"
E01032881,"229,475","280,000"
E01032882,"82,500","144,000"
E01032883,"147,500","169,000"
E01032884,"140,000","132,500"
E01022846,"413,000","382,500"
E01022847,"177,500","200,000"
E01022848,"234,950","227,500"
E01022849,"300,000","290,000"
E01022850,"245,500","270,000"
E01022851,"267,000","242,500"
E01022852,"218,725","206,500"
E01022853,"290,000","297,500"
E01022854,"302,500","339,750"
E01022855,"562,500","499,995"
E01022856,"369,000","675,000"
E01022857,"795,000","395,000"
E01022858,"295,000","270,000"
E01022859,"394,225","480,000"
E01022860,"221,250","250,000"
E01022861,"287,500","297,500"
E01022862,"184,750","181,000"
E01022863,"280,000","353,500"
E01022864,"360,000","380,000"
E01022865,"380,000","372,500"
E01022867,"240,000","235,000"
E01022868,"395,725","432,500"
E01022869,"271,000","275,000"
E01022870,"350,000","325,000"
E01022871,"245,000","228,125"
E01022872,"248,475","250,000"
E01022873,"745,000","375,000"
E01022874,"209,500","218,000"
E01022875,"202,450","201,250"
E01022876,"239,000","283,000"
E01022877,"230,000","275,000"
E01022878,"427,475","437,500"
E01022879,"330,000","300,000"
E01022880,"244,973","264,995"
E01022881,"288,500","228,750"
E01022882,"289,950","278,750"
E01022883,"380,000","314,000"
E01022884,"320,000","355,500"
E01022885,"280,000","330,000"
E01022887,"467,500","460,000"
E01022888,"451,250","383,750"
E01022889,"250,000","242,475"
E01022890,"232,500","227,500"
E01022891,"245,000","282,000"
E01022892,"249,950","250,000"
E01022893,"233,500","265,500"
E01022894,"198,000","249,000"
E01022895,"225,000","212,000"
E01022896,"230,000","232,500"
E01022897,"223,000","217,500"
E01022898,"275,000","258,500"
E01032852,"315,000","279,000"
E01032853,"330,000","335,000"
E01032854,"275,000","265,000"
E01032855,"650,000","482,000"
E01032856,:,:
E01032857,"280,000","249,000"
E01022899,"143,625","149,000"
E01022900,"129,500","130,000"
E01022901,"149,225","154,950"
E01022902,"148,500","135,000"
E01022903,"117,000","106,000"
E01022904,"179,000","137,000"
E01022905,"134,500","102,000"
E01022906,"120,500","128,000"
E01022907,"215,000","225,000"
E01022908,"140,000","135,000"
E01022909,"219,000","240,000"
E01022910,"145,750","115,500"
E01022911,"179,950","175,000"
E01022913,"130,000","139,000"
E01022914,"136,250","138,000"
E01022915,"123,000","93,063"
E01022916,"140,000","135,000"
E01022917,"139,000","132,000"
E01022918,"179,000","183,875"
E01022919,"175,000","161,000"
E01022920,"182,500","180,000"
E01022921,"188,000","190,000"
E01022922,"166,250","159,000"
E01022924,"245,000","246,500"
E01022925,"227,500","243,750"
E01022926,"270,000","259,950"
E01022927,"220,500","230,000"
E01022928,"337,475","316,250"
E01022929,"328,000","259,500"
E01022930,"207,500","187,500"
E01022931,"219,950","240,000"
E01022933,"125,000",:
E01022934,"128,000","123,125"
E01022935,"190,000","193,500"
E01022936,"160,000","165,000"
E01022937,"281,500","207,500"
E01022938,"249,998","203,500"
E01022939,"220,000","207,500"
E01022940,"217,500","190,000"
E01022941,"240,000","232,475"
E01022942,"157,000","160,000"
E01022943,"294,000","292,500"
E01022944,"297,500","275,000"
E01022945,"220,000","223,500"
E01022946,"243,750","245,000"
E01022947,"230,000","229,000"
E01022948,"180,000","185,000"
E01022949,"129,250","124,000"
E01022950,"207,000","210,000"
E01022951,"211,000","202,500"
E01022952,"151,000","175,000"
E01022953,"156,000","144,500"
E01022954,"275,750","333,000"
E01022955,"209,000","195,000"
E01022956,"178,500","175,000"
E01022957,"207,000","194,000"
E01022958,"301,250","285,000"
E01022959,:,"150,000"
E01022960,"146,500","145,500"
E01022961,"150,000","155,000"
E01022962,"178,000","180,000"
E01022963,"242,500","230,000"
E01022964,"144,000","105,000"
E01022965,"177,500","166,500"
E01022966,"120,750",:
E01022967,:,:
E01022968,"135,000",:
E01022969,"125,000","170,000"
E01022970,"115,000","129,500"
E01022971,"164,000","167,500"
E01022972,"230,000","230,000"
E01022973,"141,000","144,000"
E01022974,"220,000","231,000"
E01022975,"204,500","185,000"
E01022976,"226,000","217,000"
E01032605,"190,000","207,000"
E01032617,"212,000","233,000"
E01032618,"215,000","225,000"
E01022977,"328,750","345,250"
E01022978,"330,000","395,000"
E01022979,"441,800","406,500"
E01022980,"435,000","300,000"
E01022981,"295,000","305,500"
E01022982,"264,975","330,100"
E01022983,"305,000","280,000"
E01022984,:,"375,000"
E01022985,"227,500","225,000"
E01022986,"225,000","230,000"
E01022987,"315,000","316,500"
E01022988,"141,500","136,000"
E01022989,"293,000","416,250"
E01022990,"387,500","495,000"
E01022991,"322,500","425,750"
E01022992,"412,500","420,000"
E01022993,"385,000","637,000"
E01022994,"289,950","318,750"
E01022995,"265,000","265,000"
E01022996,"342,500","326,500"
E01022997,"650,000","675,000"
E01022998,"630,000","700,000"
E01022999,"430,000","412,500"
E01023000,"407,500","420,000"
E01023001,"237,250","235,075"
E01023002,"250,000","250,000"
E01023003,"250,000","287,250"
E01023004,"198,000","203,750"
E01023005,"198,500","234,000"
E01023006,"146,000","147,950"
E01023007,"182,825","206,250"
E01023008,"260,000","195,500"
E01023009,"250,000","185,250"
E01023010,"152,500","157,000"
E01023011,"447,500","480,000"
E01023012,"485,000","490,000"
E01023013,"205,000","175,000"
E01023014,"221,000","208,000"
E01023015,"214,225","240,000"
E01023016,"260,000","228,500"
E01023017,"302,500","330,500"
E01023018,"220,000","175,000"
E01023019,"148,000","159,000"
E01023020,"248,750","247,000"
E01023021,"292,500","317,500"
E01023022,"185,000","187,500"
E01023023,"215,000","242,000"
E01023024,"245,000","248,500"
E01023025,"465,000","595,000"
E01023026,"617,500","550,000"
E01023027,"199,950","194,750"
E01023028,"180,000","185,000"
E01023029,:,"149,547"
E01023030,"166,000","163,500"
E01023031,"155,000","185,000"
E01023032,"215,000","215,500"
E01023033,"165,000","163,500"
E01023034,"250,000","274,000"
E01023035,"245,000","217,000"
E01023036,"318,000","250,000"
E01023037,"196,500","231,000"
E01023038,"191,000","210,000"
E01023039,"160,000","187,000"
E01023040,"267,000","150,150"
E01023041,"490,000","467,500"
E01023042,"227,500","285,500"
E01023043,"325,000","290,000"
E01023044,"515,000","422,500"
E01023045,"325,000","285,000"
E01023046,"415,000","260,000"
E01023047,"193,750","197,000"
E01023048,"244,500","229,500"
E01023049,"182,500","175,000"
E01023050,"217,750","210,000"
E01023051,"361,500","493,750"
E01023052,"315,000","280,000"
E01023053,"327,500","299,000"
E01023054,"222,500","245,000"
E01023055,"205,000","185,000"
E01023056,"172,800","211,000"
E01023057,"180,000","170,000"
E01023058,"265,000","189,000"
E01023059,"256,750","293,500"
E01023060,"272,750","295,000"
E01023061,"227,000","215,000"
E01023062,"305,000","380,000"
E01023063,"420,000","412,000"
E01023064,"212,500","214,000"
E01023065,"245,000","220,000"
E01023066,"284,500","345,000"
E01023067,"261,500","250,000"
E01023068,"212,500","240,000"
E01023069,"248,750","215,000"
E01023070,"178,000","169,000"
E01023071,"193,500","200,000"
E01023072,"180,500","188,500"
E01023073,"182,500","222,500"
E01023074,"178,625","203,000"
E01023075,"191,000","163,750"
E01023076,"213,500","232,500"
E01023077,"157,000","155,000"
E01023078,"220,000","233,500"
E01023079,"171,750","191,000"
E01023080,"185,000","182,250"
E01023081,"255,000","254,000"
E01023082,"157,500","157,500"
E01023083,"148,000","156,250"
E01023084,"177,000","196,500"
E01023085,"183,000","204,000"
E01023086,"210,750","190,000"
E01023087,"160,000","167,000"
E01023088,"165,000","170,000"
E01023089,"200,000","185,000"
E01023090,"160,500","165,000"
E01023091,"147,500","150,250"
E01023092,"250,000","242,500"
E01023093,"285,000","227,475"
E01023094,"247,475","247,000"
E01023095,"178,000","172,500"
E01023096,"165,000","247,500"
E01023097,"323,000","340,000"
E01023098,"249,999","219,975"
E01023099,"182,500","197,750"
E01023100,"170,000","165,000"
E01023101,"234,975","233,725"
E01023102,"227,000","217,500"
E01023103,"260,000","239,000"
E01023104,"190,000","202,000"
E01023105,"207,000","186,000"
E01023106,"192,000","183,000"
E01023107,"179,500",:
E01023108,"174,750","166,500"
E01023109,"213,000","218,000"
E01023110,"176,750","180,000"
E01023111,"202,500","199,950"
E01023112,"235,000","233,725"
E01023113,"232,000","218,000"
E01023114,"243,750","244,975"
E01023115,"250,000","245,000"
E01023116,"200,000","178,950"
E01023117,"237,975","243,000"
E01023118,"170,000","173,475"
E01023119,:,:
E01023120,"153,875","146,500"
E01023121,"215,000","211,475"
E01023122,"147,000","145,000"
E01023123,"205,500","191,500"
E01023124,"186,000","184,500"
E01023125,"218,000","211,000"
E01023128,"185,000","193,000"
E01023129,"170,500","170,000"
E01023130,"304,000","250,000"
E01023131,"257,500","225,000"
E01023132,"223,500","210,000"
E01023133,"243,000","214,750"
E01023134,"188,000","209,250"
E01023135,"234,000","219,950"
E01023136,"191,000","225,000"
E01023137,"227,500","215,000"
E01023138,"178,500","175,000"
E01023139,"165,000","230,000"
E01023140,:,"162,000"
E01023141,:,:
E01023142,"114,000","112,500"
E01023143,"137,000","135,750"
E01023144,"148,050","131,000"
E01023145,"155,000","136,000"
E01023146,"167,950","162,500"
E01023147,"220,475","238,500"
E01023148,"219,000","188,500"
E01023149,"235,000","229,950"
E01032858,"180,500","173,000"
E01023150,"198,000","214,975"
E01023151,"215,000","213,500"
E01023152,"236,500","287,500"
E01023153,"124,995","121,500"
E01023154,"136,000","137,250"
E01023155,"232,000","219,750"
E01023156,"115,000","114,500"
E01023157,"133,500","121,500"
E01023158,"445,000","442,500"
E01023159,"426,500","435,000"
E01023160,"315,000","396,500"
E01023162,"417,500","380,000"
E01023163,"461,500","345,000"
E01023164,"475,000","269,750"
E01023165,"385,000","367,500"
E01023166,"335,000","350,000"
E01023167,"310,000","355,000"
E01023168,"520,000","522,500"
E01023169,"195,000","225,000"
E01023170,"248,000","249,999"
E01023171,"499,500","520,000"
E01023172,"295,000","277,250"
E01023173,"262,500","260,000"
E01023174,"180,000","185,000"
E01023175,"340,000","315,000"
E01023176,"184,250","150,000"
E01023177,"412,000","360,000"
E01023178,"330,000","330,000"
E01023179,"190,000","179,450"
E01023180,"192,250","227,000"
E01023181,"200,000","214,000"
E01023182,"188,250","181,000"
E01023183,"198,000","141,000"
E01023184,"447,500","419,000"
E01023185,"350,000","360,000"
E01023186,"167,250","173,500"
E01023187,"195,000","177,500"
E01023188,"196,000","249,950"
E01023189,"174,600","178,000"
E01023190,"365,000","177,500"
E01023191,"192,000","185,000"
E01023192,"229,950","165,000"
E01023193,"275,000","270,000"
E01023194,"220,000","231,000"
E01023195,"420,000","421,250"
E01023196,"330,000","310,000"
E01023197,"182,000","197,250"
E01023198,"402,500","315,000"
E01023199,"341,500","534,500"
E01023200,"240,000","239,000"
E01023201,"325,000","202,500"
E01023202,"153,000","132,000"
E01023203,"178,500","175,000"
E01023204,"141,500","167,000"
E01023205,"125,000","130,000"
E01023206,"221,000","236,750"
E01023207,"221,500","250,000"
E01023208,"185,000","185,000"
E01023209,"226,998","210,000"
E01023210,"339,975","327,500"
E01023211,"250,000","281,500"
